,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
18878,26911,Louisiana,US,2020-03-15,91.0,2.0,Louisiana US,14.0,30.8703881,-92.007126,4660000,3.0042918454935624e-06
19178,27339,Michigan,US,2020-03-15,33.0,0.0,Michigan US,8.0,43.6211955,-84.6824346,9996000,8.003201280512204e-07
16178,23059,,Somalia,2020-03-15,0.0,0.0,Somalia,0.0,8.3676771,49.083416,15893222,0.0
5903,8400,Shandong,China,2020-03-15,760.0,7.0,Shandong China,0.0,36.0000001,118.9999999,90000000,0.0
1103,1552,Victoria,Australia,2020-03-15,57.0,0.0,Victoria Australia,8.0,-36.5986096,144.6780052,6359000,1.2580594433086963e-06
8903,12680,New Caledonia,France,2020-03-15,0.0,0.0,New Caledonia France,0.0,-20.454288599999998,164.55660583077983,271407,0.0
15953,22738,,Singapore,2020-03-15,226.0,0.0,Singapore,14.0,1.357107,103.8194992,5850342,2.393022493385857e-06
20303,28944,Oregon,US,2020-03-15,36.0,1.0,Oregon US,4.0,43.9792797,-120.737257,4191000,9.54426151276545e-07
6203,8828,Tianjin,China,2020-03-15,136.0,3.0,Tianjin China,0.0,39.1235635,117.1980785,15000000,0.0
20528,29265,Rhode Island,US,2020-03-15,20.0,0.0,Rhode Island US,0.0,41.7962409,-71.5992372,1057000,0.0
9353,13322,,Gambia,2020-03-15,0.0,0.0,Gambia,0.0,13.470062,-15.4900464,2416668,0.0
14228,20277,,Norway,2020-03-15,1221.0,3.0,Norway,131.0,64.5731537,11.52803643954819,5421241,2.4164208896081173e-05
12053,17174,,Liechtenstein,2020-03-15,4.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
14078,20063,,Nigeria,2020-03-15,2.0,0.0,Nigeria,0.0,9.6000359,7.9999721,206139589,0.0
8828,12573,Mayotte,France,2020-03-15,1.0,0.0,Mayotte France,1.0,-12.823048,45.1520755,270372,3.6986078440075154e-06
12203,17388,,Luxembourg,2020-03-15,59.0,1.0,Luxembourg,8.0,49.8158683,6.1296751,625978,1.2780001853100269e-05
21878,31191,British Virgin Islands,United Kingdom,2020-03-15,0.0,0.0,British Virgin Islands United Kingdom,0.0,51.510384,-0.1570916,31196,0.0
11978,17067,,Libya,2020-03-15,0.0,0.0,Libya,0.0,26.8234472,18.1236723,6375000,0.0
12578,17923,,Mali,2020-03-15,0.0,0.0,Mali,0.0,16.3700359,-2.2900239,18540000,0.0
8978,12787,Reunion,France,2020-03-15,7.0,0.0,Reunion France,1.0,-21.1309332,55.5265771,859959,1.162846135687864e-06
18803,26804,Kentucky,US,2020-03-15,20.0,0.0,Kentucky US,6.0,37.5726028,-85.1551411,4468000,1.342882721575649e-06
9053,12894,Saint Barthelemy,France,2020-03-15,1.0,0.0,Saint Barthelemy France,0.0,17.9036287,-62.811568843006896,9131,0.0
5678,8079,Ningxia,China,2020-03-15,75.0,0.0,Ningxia China,0.0,37.0000001,105.9999999,6301000,0.0
15878,22631,,Sierra Leone,2020-03-15,0.0,0.0,Sierra Leone,0.0,8.6400349,-11.8400269,7557000,0.0
5603,7972,Macau,China,2020-03-15,10.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
1328,1873,,Azerbaijan,2020-03-15,23.0,1.0,Azerbaijan,8.0,40.3936294,47.7872508,10139177,7.890186747898769e-07
19478,27767,Montana,US,2020-03-15,7.0,0.0,Montana US,2.0,47.3752671,-109.6387579,1062000,1.8832391713747646e-06
12128,17281,,Lithuania,2020-03-15,12.0,0.0,Lithuania,4.0,55.3500003,23.7499997,2722289,1.4693517110049667e-06
12278,17495,,MS Zaandam,2020-03-15,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
20903,29800,Utah,US,2020-03-15,28.0,0.0,Utah US,18.0,39.4225192,-111.7143584,3161000,5.694400506168934e-06
9728,13857,,Grenada,2020-03-15,0.0,0.0,Grenada,0.0,12.1360374,-61.6904045,107825,0.0
11753,16746,,Latvia,2020-03-15,30.0,0.0,Latvia,4.0,56.8406494,24.7537645,1886198,2.120668137703465e-06
5753,8186,Qinghai,China,2020-03-15,18.0,0.0,Qinghai China,0.0,35.40709525,95.95211573241954,5627000,0.0
18053,25734,District of Columbia,US,2020-03-15,16.0,0.0,District of Columbia US,6.0,38.893661249999994,-76.98788325388196,633427,9.472283309678936e-06
5978,8507,Shanghai,China,2020-03-15,353.0,3.0,Shanghai China,0.0,31.2322758,121.4692071,24240000,0.0
20078,28623,North Dakota,US,2020-03-15,1.0,0.0,North Dakota US,0.0,47.6201461,-100.540737,760077,0.0
9203,13108,,France,2020-03-15,4499.0,91.0,France,30.0,46.603354,1.8883335,65273511,4.596045094004519e-07
14003,19956,,Niger,2020-03-15,0.0,0.0,Niger,0.0,17.7356214,9.3238432,21480000,0.0
18953,27018,Maine,US,2020-03-15,12.0,0.0,Maine US,9.0,45.709097,-68.8590201,1338000,6.726457399103139e-06
6278,8935,Tibet,China,2020-03-15,1.0,0.0,Tibet China,0.0,31.894343149999997,87.07813712706509,3180000,0.0
9128,13001,St Martin,France,2020-03-15,2.0,0.0,St Martin France,0.0,18.085493,-63.05129209796061,32125,0.0
16103,22952,,Slovenia,2020-03-15,219.0,1.0,Slovenia,38.0,45.8133113,14.4808369,2078938,1.8278563381880556e-05
16253,23166,,South Africa,2020-03-15,51.0,0.0,South Africa,13.0,-28.8166236,24.991639,59308690,2.1919216222782868e-07
1178,1659,Western Australia,Australia,2020-03-15,17.0,1.0,Western Australia Australia,0.0,-25.2303005,121.0187246,2589000,0.0
13853,19742,,New Zealand,2020-03-15,8.0,0.0,New Zealand,2.0,-41.5000831,172.8344077,4822233,4.147456168127919e-07
2453,3478,,Bulgaria,2020-03-15,51.0,2.0,Bulgaria,10.0,42.6073975,25.4856617,6948445,1.4391709224150151e-06
6353,9042,Xinjiang,China,2020-03-15,76.0,3.0,Xinjiang China,0.0,41.7574769,87.16738423046897,21810000,0.0
22253,31726,Montserrat,United Kingdom,2020-03-15,0.0,0.0,Montserrat United Kingdom,0.0,51.7283857,-2.2085499,5900,0.0
8678,12359,Guadeloupe,France,2020-03-15,3.0,0.0,Guadeloupe France,2.0,16.2490067,-61.5650444,395700,5.054334091483447e-06
9278,13215,,Gabon,2020-03-15,1.0,0.0,Gabon,0.0,-0.8999695,11.6899699,2225734,0.0
53,54,,Afghanistan,2020-03-15,16.0,0.0,Afghanistan,5.0,33.7680065,66.2385139,38928346,1.2844111075256062e-07
1253,1766,,Austria,2020-03-15,860.0,1.0,Austria,205.0,47.2000338,13.199959,9006398,2.2761596811511104e-05
14528,20705,,Papua New Guinea,2020-03-15,0.0,0.0,Papua New Guinea,0.0,-5.6816069,144.2489081,8251000,0.0
18203,25948,Georgia,US,2020-03-15,99.0,1.0,Georgia US,33.0,32.3293809,-83.1137366,10520000,3.1368821292775666e-06
203,268,,Algeria,2020-03-15,48.0,4.0,Algeria,11.0,28.0000272,2.9999825,43851044,2.508492158134251e-07
20828,29693,Texas,US,2020-03-15,72.0,0.0,Texas US,15.0,31.8160381,-99.5120986,28700000,5.226480836236934e-07
9803,13964,,Guatemala,2020-03-15,1.0,0.0,Guatemala,0.0,15.6356088,-89.8988087,17915568,0.0
14303,20384,,Oman,2020-03-15,22.0,0.0,Oman,3.0,21.0000287,57.0036901,5106626,5.87472041226438e-07
12503,17816,,Maldives,2020-03-15,13.0,0.0,Maldives,3.0,4.7064352,73.3287853,540544,5.549964480227327e-06
8753,12466,Martinique,France,2020-03-15,9.0,0.0,Martinique France,0.0,14.6113732,-60.9620777,375554,0.0
12728,18137,,Mauritania,2020-03-15,1.0,0.0,Mauritania,0.0,20.2540382,-9.2399263,4649658,0.0
22028,31405,Channel Islands,United Kingdom,2020-03-15,3.0,0.0,Channel Islands United Kingdom,1.0,49.4462088,-2.9028271,173414,5.766547106923316e-06
7553,10754,,Djibouti,2020-03-15,0.0,0.0,Djibouti,0.0,11.8145966,42.8453061,988000,0.0
21803,31084,Bermuda,United Kingdom,2020-03-15,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
10853,15462,,Israel,2020-03-15,213.0,0.0,Israel,58.0,31.5313113,34.8667654,8655535,6.700914501529946e-06
7778,11075,,Ecuador,2020-03-15,28.0,2.0,Ecuador,0.0,-1.3397668,-79.3666965,17643054,0.0
653,910,Australian Capital Territory,Australia,2020-03-15,1.0,0.0,Australian Capital Territory Australia,0.0,-35.4883502,149.0026942,418440,0.0
18728,26697,Kansas,US,2020-03-15,8.0,1.0,Kansas US,0.0,38.27312,-98.5821872,2912000,0.0
7928,11289,,El Salvador,2020-03-15,0.0,0.0,El Salvador,0.0,13.8000382,-88.9140683,6378000,0.0
20153,28730,Ohio,US,2020-03-15,37.0,0.0,Ohio US,11.0,40.2253569,-82.6881395,11690000,9.409751924721985e-07
503,696,,Argentina,2020-03-15,45.0,2.0,Argentina,11.0,-34.9964963,-64.9672817,45195774,2.433855873338954e-07
13103,18672,,Mongolia,2020-03-15,1.0,0.0,Mongolia,0.0,46.8250388,103.8499736,3278290,0.0
7103,10112,,Cyprus,2020-03-15,26.0,0.0,Cyprus,0.0,34.9823018,33.1451285,1207359,0.0
15428,21989,,Saint Vincent and the Grenadines,2020-03-15,1.0,0.0,Saint Vincent and the Grenadines,0.0,12.90447,-61.2765569,115000,0.0
11153,15890,,Jordan,2020-03-15,8.0,0.0,Jordan,7.0,31.1667049,36.941628,10203134,6.860637133649328e-07
14903,21240,,Portugal,2020-03-15,245.0,0.0,Portugal,76.0,40.0332629,-7.8896263,10196709,7.453385204971525e-06
22853,32582,,Zambia,2020-03-15,0.0,0.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
8003,11396,,Equatorial Guinea,2020-03-15,1.0,0.0,Equatorial Guinea,1.0,1.613172,10.5170357,1402985,7.127659953598934e-07
15053,21454,,Romania,2020-03-15,131.0,0.0,Romania,8.0,45.9852129,24.6859225,19237691,4.1585032216184366e-07
1853,2622,,Belize,2020-03-15,0.0,0.0,Belize,0.0,16.8259793,-88.7600927,374681,0.0
8078,11503,,Eritrea,2020-03-15,0.0,0.0,Eritrea,0.0,15.9500319,37.9999668,4475000,0.0
15203,21668,,Rwanda,2020-03-15,1.0,0.0,Rwanda,0.0,-1.9646631,30.0644358,12952218,0.0
19628,27981,Nevada,US,2020-03-15,24.0,0.0,Nevada US,3.0,39.5158825,-116.8537227,3034000,9.88793671720501e-07
10553,15034,,Indonesia,2020-03-15,117.0,5.0,Indonesia,21.0,-2.4833826,117.8902853,273523615,7.677582061790168e-08
13403,19100,,Namibia,2020-03-15,2.0,0.0,Namibia,0.0,-23.2335499,17.3231107,2540905,0.0
15278,21775,,Saint Kitts and Nevis,2020-03-15,0.0,0.0,Saint Kitts and Nevis,0.0,17.250512,-62.6725973,55345,0.0
14978,21347,,Qatar,2020-03-15,401.0,0.0,Qatar,64.0,25.3336984,51.2295295,2881053,2.221410019183958e-05
7403,10540,,Denmark,2020-03-15,864.0,2.0,Denmark,37.0,55.670249,10.3333283,5792202,6.387898764580379e-06
578,803,,Armenia,2020-03-15,26.0,0.0,Armenia,8.0,40.7696272,44.6736646,2963243,2.699744840365775e-06
22628,32261,,Venezuela,2020-03-15,10.0,0.0,Venezuela,8.0,8.0018709,-66.1109318,28435940,2.8133411450439127e-07
7478,10647,,Diamond Princess,2020-03-15,706.0,7.0,Diamond Princess,0.0,53.8953584,27.5554078,3770,0.0
10778,15355,,Ireland,2020-03-15,129.0,2.0,Ireland,0.0,52.865196,-7.9794599,4937786,0.0
7628,10861,,Dominica,2020-03-15,0.0,0.0,Dominica,0.0,19.0974031,-70.3028026,73925,0.0
15128,21561,,Russia,2020-03-15,63.0,0.0,Russia,4.0,64.6863136,97.7453061,145934462,2.7409564164494608e-08
10703,15248,,Iraq,2020-03-15,116.0,10.0,Iraq,6.0,33.0955793,44.1749775,40222493,1.4917026649740482e-07
13328,18993,,Mozambique,2020-03-15,0.0,0.0,Mozambique,0.0,-19.302233,34.9144977,29670000,0.0
21953,31298,Cayman Islands,United Kingdom,2020-03-15,1.0,0.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
19328,27553,Mississippi,US,2020-03-15,10.0,0.0,Mississippi US,4.0,32.9715645,-89.7348497,2987000,1.3391362571141613e-06
13253,18886,,Morocco,2020-03-15,28.0,1.0,Morocco,11.0,31.1728205,-7.3362482,36910560,2.9801769466515816e-07
13028,18565,,Monaco,2020-03-15,2.0,0.0,Monaco,0.0,43.7323492,7.4276832,39242,0.0
11828,16853,,Lebanon,2020-03-15,110.0,3.0,Lebanon,17.0,33.8750629,35.843409,6825445,2.4906800948509582e-06
11078,15783,,Japan,2020-03-15,839.0,22.0,Japan,66.0,36.5748441,139.2394179,126476461,5.218362332260387e-07
2003,2836,,Bhutan,2020-03-15,1.0,0.0,Bhutan,0.0,27.549511,90.5119273,771608,0.0
10478,14927,,India,2020-03-15,113.0,2.0,India,11.0,22.3511148,78.6677428,1380004385,7.970989164646748e-09
9878,14071,,Guinea,2020-03-15,1.0,0.0,Guinea,0.0,10.7226226,-10.7083587,13132795,0.0
7703,10968,,Dominican Republic,2020-03-15,11.0,0.0,Dominican Republic,0.0,19.0974031,-70.3028026,10847910,0.0
18128,25841,Florida,US,2020-03-15,115.0,4.0,Florida US,39.0,27.7567667,-81.4639835,21300000,1.8309859154929577e-06
21728,30977,Anguilla,United Kingdom,2020-03-15,0.0,0.0,Anguilla United Kingdom,0.0,51.53827235,-2.555893281952663,15094,0.0
19553,27874,Nebraska,US,2020-03-15,17.0,0.0,Nebraska US,3.0,41.7370229,-99.5873816,1929000,1.5552099533437014e-06
20753,29586,Tennessee,US,2020-03-15,39.0,0.0,Tennessee US,7.0,35.7730076,-86.2820081,6770000,1.03397341211226e-06
12653,18030,,Malta,2020-03-15,21.0,0.0,Malta,3.0,35.8885993,14.4476911,441543,6.794355249658584e-06
9503,13536,,Germany,2020-03-15,5795.0,11.0,Germany,1210.0,51.0834196,10.4234469,83783942,1.4441908211957847e-05
1403,1980,,Bahamas,2020-03-15,0.0,0.0,Bahamas,0.0,24.7736546,-78.0000547,385340,0.0
2528,3585,,Burkina Faso,2020-03-15,3.0,0.0,Burkina Faso,1.0,12.0753083,-1.6880314,20903273,4.783939816506248e-08
13928,19849,,Nicaragua,2020-03-15,0.0,0.0,Nicaragua,0.0,12.6090157,-85.2936911,6218000,0.0
9653,13750,,Greece,2020-03-15,331.0,4.0,Greece,103.0,38.9953683,21.9877132,10423054,9.881940552164462e-06
2378,3371,,Brunei,2020-03-15,50.0,0.0,Brunei,10.0,4.4137155,114.5653908,437479,2.2858240052665385e-05
20678,29479,South Dakota,US,2020-03-15,9.0,1.0,South Dakota US,0.0,44.6471761,-100.348761,882235,0.0
22403,31940,,United Kingdom,2020-03-15,1140.0,21.0,United Kingdom,0.0,54.7023545,-3.2765753,67886011,0.0
21053,30014,Virgin Islands,US,2020-03-15,0.0,0.0,Virgin Islands US,0.0,17.789187,-64.7080574,107268,0.0
7328,10433,Greenland,Denmark,2020-03-15,0.0,0.0,Greenland Denmark,0.0,71.8311379,-38.8568271537351,56171,0.0
7028,10005,,Cuba,2020-03-15,4.0,0.0,Cuba,0.0,23.0131338,-80.8328748,11326616,0.0
10403,14820,,Iceland,2020-03-15,171.0,5.0,Iceland,15.0,64.9841821,-18.1059013,341243,4.39569456369801e-05
18428,26269,Idaho,US,2020-03-15,5.0,0.0,Idaho US,3.0,43.6447642,-114.0154071,1754000,1.7103762827822122e-06
7178,10219,,Czechia,2020-03-15,253.0,0.0,Czechia,64.0,49.8167003,15.4749544,10708981,5.976292235461058e-06
1703,2408,,Belarus,2020-03-15,27.0,0.0,Belarus,0.0,53.4250605,27.6971358,9449323,0.0
13178,18779,,Montenegro,2020-03-15,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
803,1124,Northern Territory,Australia,2020-03-15,1.0,0.0,Northern Territory Australia,0.0,-19.8516101,133.2303375,244300,0.0
20378,29051,Pennsylvania,US,2020-03-15,66.0,0.0,Pennsylvania US,19.0,40.9699889,-77.7278831,12810000,1.483216237314598e-06
18578,26483,Indiana,US,2020-03-15,20.0,0.0,Indiana US,4.0,40.3270127,-86.1746933,6692000,5.977286312014345e-07
7253,10326,Faroe Islands,Denmark,2020-03-15,11.0,0.0,Faroe Islands Denmark,2.0,54.95007595,11.990187202288263,49290,4.057618178129438e-05
728,1017,New South Wales,Australia,2020-03-15,134.0,2.0,New South Wales Australia,22.0,-31.8759835,147.2869493,7544000,2.916224814422057e-06
15353,21882,,Saint Lucia,2020-03-15,2.0,0.0,Saint Lucia,1.0,13.8250489,-60.975036,183627,5.445822237470525e-06
13478,19207,,Nepal,2020-03-15,1.0,0.0,Nepal,0.0,28.1083929,84.0917139,29136808,0.0
11003,15676,,Jamaica,2020-03-15,10.0,0.0,Jamaica,2.0,18.1152958,-77.1598454610168,2961167,6.754093909597129e-07
16552,23593,,Suriname,2020-03-14,1.0,0.0,Suriname,1.0,4.1413025,-56.0771187,586632,1.704646183638124e-06
15502,22095,,San Marino,2020-03-14,80.0,5.0,San Marino,0.0,43.9458623,12.458306,33931,0.0
14827,21132,,Poland,2020-03-14,103.0,3.0,Poland,35.0,52.215933,19.134422,37846611,9.247855772343791e-07
9952,14177,,Guinea-Bissau,2020-03-14,0.0,0.0,Guinea-Bissau,0.0,12.100035,-14.9000214,1861000,0.0
7027,10004,,Cuba,2020-03-14,4.0,0.0,Cuba,0.0,23.0131338,-80.8328748,11326616,0.0
5602,7971,Macau,China,2020-03-14,10.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
17527,24984,Alaska,US,2020-03-14,0.0,0.0,Alaska US,-1.0,64.4459613,-149.680909,737438,0.0
15202,21667,,Rwanda,2020-03-14,1.0,0.0,Rwanda,1.0,-1.9646631,30.0644358,12952218,7.72068536832842e-08
4402,6259,Gansu,China,2020-03-14,129.0,2.0,Gansu China,2.0,38.0000001,101.9999999,25580000,7.818608287724785e-08
4777,6794,Hebei,China,2020-03-14,318.0,6.0,Hebei China,0.0,39.0000001,116.0,74700000,0.0
8152,11609,,Estonia,2020-03-14,115.0,0.0,Estonia,36.0,58.7523778,25.3319078,1326535,2.713837177307798e-05
13702,19527,Sint Maarten,Netherlands,2020-03-14,0.0,0.0,Sint Maarten Netherlands,0.0,18.0423736,-63.0549948,41109,0.0
13177,18778,,Montenegro,2020-03-14,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
52,53,,Afghanistan,2020-03-14,11.0,0.0,Afghanistan,4.0,33.7680065,66.2385139,38928346,1.0275288860204849e-07
8227,11716,,Eswatini,2020-03-14,1.0,0.0,Eswatini,1.0,-26.5624806,31.3991317,1160164,8.619471040301199e-07
14152,20169,,North Macedonia,2020-03-14,14.0,0.0,North Macedonia,0.0,41.6171214,21.7168387,2083374,0.0
877,1230,Queensland,Australia,2020-03-14,46.0,0.0,Queensland Australia,11.0,-22.1646782,144.5844903,5071000,2.1691973969631237e-06
22027,31404,Channel Islands,United Kingdom,2020-03-14,2.0,0.0,Channel Islands United Kingdom,0.0,49.4462088,-2.9028271,173414,0.0
1627,2300,,Barbados,2020-03-14,0.0,0.0,Barbados,0.0,13.1500331,-59.5250305,287375,0.0
16777,23914,,Syria,2020-03-14,0.0,0.0,Syria,0.0,34.6401861,39.0494106,18270000,0.0
20527,29264,Rhode Island,US,2020-03-14,20.0,0.0,Rhode Island US,6.0,41.7962409,-71.5992372,1057000,5.676442762535478e-06
6952,9897,,Croatia,2020-03-14,38.0,0.0,Croatia,6.0,45.5643442,17.0118954,4105267,1.461537093689643e-06
12427,17708,,Malaysia,2020-03-14,238.0,0.0,Malaysia,41.0,4.5693754,102.2656823,32365999,1.2667614554397038e-06
1177,1658,Western Australia,Australia,2020-03-14,17.0,1.0,Western Australia Australia,3.0,-25.2303005,121.0187246,2589000,1.1587485515643106e-06
17827,25412,Colorado,US,2020-03-14,101.0,1.0,Colorado US,52.0,38.7251776,-105.6077167,5696000,9.129213483146068e-06
6427,9148,Yunnan,China,2020-03-14,174.0,2.0,Yunnan China,0.0,25.0,102.0,45970000,0.0
7102,10111,,Cyprus,2020-03-14,26.0,0.0,Cyprus,12.0,34.9823018,33.1451285,1207359,9.93904878333619e-06
3502,4975,Ontario,Canada,2020-03-14,79.0,0.0,Ontario Canada,5.0,50.000678,-86.000977,14570000,3.4317089910775567e-07
16252,23165,,South Africa,2020-03-14,38.0,0.0,South Africa,14.0,-28.8166236,24.991639,59308690,2.360530977838155e-07
10102,14391,,Haiti,2020-03-14,0.0,0.0,Haiti,0.0,19.1399952,-72.3570972,10980000,0.0
18877,26910,Louisiana,US,2020-03-14,77.0,1.0,Louisiana US,41.0,30.8703881,-92.007126,4660000,8.798283261802575e-06
12202,17387,,Luxembourg,2020-03-14,51.0,1.0,Luxembourg,17.0,49.8158683,6.1296751,625978,2.715750393783807e-05
952,1337,South Australia,Australia,2020-03-14,19.0,0.0,South Australia Australia,3.0,-30.5343665,135.6301212,1677000,1.7889087656529517e-06
15802,22523,,Seychelles,2020-03-14,2.0,0.0,Seychelles,2.0,-4.6574977,55.4540146,98347,2.0336156669750984e-05
10177,14498,,Holy See,2020-03-14,1.0,0.0,Holy See,0.0,38.9247244,-77.06572732690151,801,0.0
8302,11823,,Ethiopia,2020-03-14,1.0,0.0,Ethiopia,0.0,10.2116702,38.6521203,114963588,0.0
12277,17494,,MS Zaandam,2020-03-14,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
13777,19634,,Netherlands,2020-03-14,959.0,12.0,Netherlands,155.0,52.5001698,5.7480821,17134872,9.045880237681378e-06
22927,32688,,Zimbabwe,2020-03-14,0.0,0.0,Zimbabwe,0.0,-18.4554963,29.7468414,16530000,0.0
21352,30441,Wisconsin,US,2020-03-14,27.0,0.0,Wisconsin US,8.0,44.4308975,-89.6884637,5814000,1.3759889920880634e-06
21652,30869,,United Arab Emirates,2020-03-14,85.0,0.0,United Arab Emirates,0.0,24.0002488,53.9994829,9890402,0.0
727,1016,New South Wales,Australia,2020-03-14,112.0,2.0,New South Wales Australia,20.0,-31.8759835,147.2869493,7544000,2.6511134676564155e-06
3427,4868,Nova Scotia,Canada,2020-03-14,0.0,0.0,Nova Scotia Canada,0.0,45.1960403,-63.1653789,971395,0.0
20827,29692,Texas,US,2020-03-14,57.0,0.0,Texas US,14.0,31.8160381,-99.5120986,28700000,4.878048780487804e-07
12052,17173,,Liechtenstein,2020-03-14,4.0,0.0,Liechtenstein,3.0,47.1416307,9.5531527,38128,7.868233319345363e-05
9202,13107,,France,2020-03-14,4469.0,91.0,France,808.0,46.603354,1.8883335,65273511,1.2378681453185504e-05
19552,27873,Nebraska,US,2020-03-14,14.0,0.0,Nebraska US,1.0,41.7370229,-99.5873816,1929000,5.184033177812338e-07
5152,7329,Hunan,China,2020-03-14,1018.0,4.0,Hunan China,0.0,39.144002,-76.8977145,67370000,0.0
14752,21025,,Philippines,2020-03-14,111.0,8.0,Philippines,47.0,12.7503486,122.7312101,109581078,4.28906165715946e-07
18652,26589,Iowa,US,2020-03-14,17.0,0.0,Iowa US,0.0,41.9216734,-93.3122705,3156000,0.0
8377,11930,,Fiji,2020-03-14,0.0,0.0,Fiji,0.0,-18.1239696,179.0122737,905502,0.0
18352,26161,Hawaii,US,2020-03-14,4.0,0.0,Hawaii US,2.0,21.2160437,-157.975203,1420000,1.4084507042253521e-06
18052,25733,District of Columbia,US,2020-03-14,10.0,0.0,District of Columbia US,0.0,38.893661249999994,-76.98788325388196,633427,0.0
11002,15675,,Jamaica,2020-03-14,8.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
8077,11502,,Eritrea,2020-03-14,0.0,0.0,Eritrea,0.0,15.9500319,37.9999668,4475000,0.0
20902,29799,Utah,US,2020-03-14,10.0,0.0,Utah US,1.0,39.4225192,-111.7143584,3161000,3.1635558367605186e-07
2302,3263,,Brazil,2020-03-14,151.0,0.0,Brazil,0.0,-10.3333333,-53.2,212559417,0.0
6877,9790,,Cote d'Ivoire,2020-03-14,1.0,0.0,Cote d'Ivoire,0.0,7.9897371,-5.5679458,26378274,0.0
2527,3584,,Burkina Faso,2020-03-14,2.0,0.0,Burkina Faso,0.0,12.0753083,-1.6880314,20903273,0.0
16627,23700,,Sweden,2020-03-14,961.0,2.0,Sweden,147.0,59.6749712,14.5208584,10099265,1.4555514683494294e-05
19927,28408,New York,US,2020-03-14,525.0,2.0,New York US,104.0,40.7127281,-74.0060152,8623000,1.206076771425258e-05
10027,14284,,Guyana,2020-03-14,1.0,1.0,Guyana,0.0,4.8417097,-58.6416891,786552,0.0
17752,25305,California,US,2020-03-14,340.0,5.0,California US,58.0,36.7014631,-118.7559974,39560000,1.4661274014155713e-06
5677,8078,Ningxia,China,2020-03-14,75.0,0.0,Ningxia China,0.0,37.0000001,105.9999999,6301000,0.0
12127,17280,,Lithuania,2020-03-14,8.0,0.0,Lithuania,2.0,55.3500003,23.7499997,2722289,7.346758555024834e-07
3952,5617,,Chad,2020-03-14,0.0,0.0,Chad,0.0,15.6134137,19.0156172,14900000,0.0
2827,4012,,Cambodia,2020-03-14,7.0,0.0,Cambodia,2.0,13.5066394,104.869423,16718965,1.1962462987391864e-07
17077,24342,,Timor-Leste,2020-03-14,0.0,0.0,Timor-Leste,0.0,-8.5151979,125.8375756,1296000,0.0
8452,12037,,Finland,2020-03-14,225.0,0.0,Finland,70.0,63.2467777,25.9209164,5540720,1.2633737131636322e-05
19027,27124,Maryland,US,2020-03-14,26.0,0.0,Maryland US,8.0,39.5162234,-76.9382069,6043000,1.3238457719675658e-06
19252,27445,Minnesota,US,2020-03-14,21.0,0.0,Minnesota US,7.0,45.9896587,-94.6113288,5611000,1.2475494564248797e-06
127,160,,Albania,2020-03-14,38.0,1.0,Albania,5.0,41.000028,19.9999619,2877797,1.7374401321566462e-06
9877,14070,,Guinea,2020-03-14,1.0,0.0,Guinea,0.0,10.7226226,-10.7083587,13132795,0.0
13627,19420,Curacao,Netherlands,2020-03-14,1.0,0.0,Curacao Netherlands,1.0,12.1845,-68.9640875031406,161014,6.210640068565466e-06
